address,images,text,type,date,compensation,link
"
        ,
When txting please refer to tank # to avoid confusion since I'm selling more than one tank.,
,
Please for those of you who have to speak to your wives regarding the purchase of a tank please do so before contacting me so we won't waste each other's time thank you.,
,
FREE DELIVERY UNTIL JANUARY 2ND ON ANY TANK 150GAL OR HIGHER TO THE 5 BOROUGHS ONLY. TANK MUST BE PAID 1St B4 DELIVERY (NO EXCEPTIONS) ,
,
Tank # 1 ,
180 gal drilled peninsula fish tank ,
stand,
80 gal Sump,
External Pump,
Heater,
1200.00,
,
Tank # 2,
110 gal acrylic fish tank with overflow compartment on the back ,
stand,
acrylic canopy,
heater,
Return pump,
900.00,
,
Tank # 3 ,
155 bowfront rr drilled fish tank,
Black stand,
Glass tops,
Overflow plumbing,
Sump,
Heater,
1300.00,
,
Tank #4 SOLD,
,
Tank #5 ,
This tank has built-in overflows and a built-in compartment for all the media and has two Eheim pumps for returns,
,
Items inside the fish tank and the two bookshelves under the fish tanks are not included,
,
240 gal reef ready fish tank ,
Cinder blocks stand,
Wood boards where tank sits on,
Lights,
Heater,
1000.00,
,
Tank #6 ,
65 gal fish tank,
Black Stand ,
Canopy,
Light,
Canister filter ,
Glass tops ,
Free gravel and ornaments while supplies last,
350.00,
,
Tank #7 ,
110 gallon reef ready fish tank ,
Black stand,
Canopy,
Sump,
Heater,
Overflow Plumbing included,
800.00,
,
Tank #8 ,
THIS TANK IS THE SAME TANK AS TANK #17, IN THE PIC OF TANK #8 YOU WILL SEE THAT THE TANK IS FILLED WITH WATER AND YOU CANT SEE THE LIGHT SCRATCHES,
,
Stand is not the one in the pic but come with a new metal stand. Tank is drilled on the top back panel. Back is black acrylic and not painted,
,
180 gal reef ready fish tank,
Black stand,
Light ,
Sump,
Heater,
1100.00,
,
Tank #9 SOLD,
,
Tank # 10 ,
90 gal reef ready fish tank,
Wood stand,
Light,
Sump ,
Heater,
All plumbimg,
700.00,
,
Tank # 11 ,
125 gallon reef ready fish tank ,
stand,
Glass tops,
Large wet and dry,
Heater,
Overflow Plumbing,
750.00 ,
,
Tank # 12 SOLD,
,
Tank # 13 SOLD,
,
Tank # 14 SOLD,
,
Tank # 15 SOLD,
,
Tank # 16 ,
90 gal reef ready fish tank,
Wood stand,
T5 Light,
Sump ,
Skimmer ,
Heater,
All plumbimg ,
750.00,
,
Tank # 17 ,
THIS TANK IS THE SAME TANK AS TANK #8, IN THE PIC OF TANK #8 YOU WILL SEE THAT THE TANK IS FILLED WITH WATER AND YOU CANT SEE THE LIGHT SCRATCHES,
Tank has minor scratches,
Tank sits on the sump that's also made of acrylic ,
180 gal acrylic fish tank,
250 gal acrylic sump stand,
External Pump ,
Two pentair aquatics lifegard chemical filter,
1000.00,
,
Tank # 18,
120 gal reef ready Rimless fish tank ,
Black stand,
light,
Sump,
Heater,
Light,
800.00,
,
Tank # 19 SOLD,
,
Tank # 20 SOLD,
,
Tank # 21,
150gal reef ready deep dimension tank ,
stand,
Canopy,
Metal hylide light,
Sump,
Heater,
Overflow Plumbing,
800,00,
,
TanK # 22 SOLD,
,
Tank 23,
150gal reef ready fish tank ,
Cherry stand,
Canopy  ,
light,
Sump,
Heater,
800.00,
,
Tank # 31 SOLD,
,
Free delivery to Staten Island, pay for delivery to the other 4 boroughs, Long Island, New Jersey, Conn and Pennsylvania.,
,
Payment must be made before any tank is loaded on to my truck for delivery...(NO EXCEPTIONS),
,
Cash, pay pal or credit card thru my square card reader. Buyer pays the fees,
,
 ,
    ","https://images.craigslist.org/00P0P_hS5FHi2W8Wh_600x450.jpg,https://images.craigslist.org/01313_jPNOPNAqI0V_600x450.jpg,https://images.craigslist.org/00P0P_150CGLBd13O_600x450.jpg,https://images.craigslist.org/00x0x_1AK93tblp9C_600x450.jpg,https://images.craigslist.org/00P0P_btlp0nX6CvL_600x450.jpg,https://images.craigslist.org/00T0T_3gcyPxatWdr_600x450.jpg,https://images.craigslist.org/00M0M_gTWMUfNhRGu_600x450.jpg,https://images.craigslist.org/00h0h_8IB7J8NVPk4_600x450.jpg,https://images.craigslist.org/00404_iFYCgFxDbGa_600x450.jpg,https://images.craigslist.org/00c0c_gYkDkkK6XLY_600x450.jpg,https://images.craigslist.org/00w0w_5PWqTXCfHdF_600x450.jpg,https://images.craigslist.org/00I0I_jQGWFHrq6kO_600x450.jpg,https://images.craigslist.org/00H0H_dHoEH9HLxFW_600x450.jpg,https://images.craigslist.org/00z0z_2w8HYsrPlq6_600x450.jpg",Fish Tanks updated 12/13 with  #3,,2018-12-17 11:08,,https://newyork.craigslist.org/stn/for/d/fish-tanks-updatedwith-3/6755193847.html
"
        ,
225/60 R18 Bridgestone Dueler H/P Sport, one tire almost new has less then 5000 miles on it. Three tires have 36,000 miles, pick up only and cash. Thanks    ","https://images.craigslist.org/00w0w_ddbWw8sPJSV_600x450.jpg,https://images.craigslist.org/00505_cgn3ae7FTNG_600x450.jpg,https://images.craigslist.org/00d0d_4jVSWBZk15g_600x450.jpg",225/60 R18 Bridgestone Dueler H/P Sport,,2018-12-17 11:08,,https://newyork.craigslist.org/wch/wto/d/r18-bridgestone-dueler-p-sport/6760662249.html
"
        ,
When txting please refer to tank # 6 to avoid confusion since I'm selling more than one tank.,
,
65 gal fish tank,
Black Stand ,
Canopy (front flips up) ,
Light,
Canister filter ,
Glass tops ,
Free gravel and ornaments while supplies last,
,
Free delivery to Staten Island, pay for delivery to the other 4 boroughs, Long Island, New Jersey, Conn and Pennsylvania.,
,
Payment must be made before any tank is loaded on to my truck for delivery...(NO EXCEPTIONS),
,
Cash, pay pal or credit card thru my square card reader. Buyer pays the fees,
,
 ,
    ",,65 gal fish tank,,2018-12-17 11:08,,https://newyork.craigslist.org/stn/for/d/65-gal-fish-tank/6755190905.html
"
        ,
New Marvel Legends Black Panther Figures complete set.,
Open to trades and offers.    ",,New Marvel Legends Black Panther Figures-Complete,,2018-12-17 11:08,,https://newyork.craigslist.org/mnh/tag/d/new-marvel-legends-black/6758802040.html
"
        ,
This is the Yamaha PSR E263 that sells for $120 on amazon and is very highly rated,
,
- see pics,
- runs on six AA batteries and is fine with rechargeable AA's too,
- non smoking house,
 ,
The PSR-E263 Yamaha Portable Keyboard features a wide variety of sounds and functions for beginners,
61 full-sized keys are great for learning and developing keyboard playing technique,
The Yamaha Education Suite can be used with the more than 100 preset songs, making it the ideal first keyboard for aspiring musicians The aux line input allows you to connect any music device with a headphone output, such as an Mp3 player, a computer, a mixer or even another instrument, and hear it through the internal speakers,
    ","https://images.craigslist.org/00M0M_8z8RXXknHRe_600x450.jpg,https://images.craigslist.org/00B0B_32ZkQE9zAuy_600x450.jpg,https://images.craigslist.org/00303_4Z5Y6vBciYC_600x450.jpg,https://images.craigslist.org/01010_1N3T8vj0TUX_600x450.jpg",yamaha keyboard 61 keys like new barely used,,2018-12-17 11:08,,https://newyork.craigslist.org/que/msg/d/yamaha-keyboard-61-keys-like/6771021883.html
"
        ,
Really nice Trek 520 touring bike with a Reynolds frame and Shimano 600 components.,
,
The frame is 60cm for riders 5'10 to 6'3.,
,
Winter Special! Asking 325 (Was 380).  Please include your phone number in your response.    ","https://images.craigslist.org/00n0n_c1upFkaNlNa_600x450.jpg,https://images.craigslist.org/00X0X_l0Jb3qHouZp_600x450.jpg",Trek 520 Touring Bike GREAT CONDITION Tuned amp; Ready To,60cm,2018-12-17 11:08,60cm,https://newyork.craigslist.org/brk/bik/d/trek-520-touring-bike-great/6763669665.html
"
        ,
TV Stereo console in good shape,
High: 18 inch, Depth: 17 inch, wide: 50.1 inch,
,
Top shelve currently holds 56"" TV,
,
Asking price $75,
Cash and Pick up only (sheepshead bay),
,
Please call  ,
 (ask Inna --- call after 8:00 pm),
Thank you.,
,
    ","https://images.craigslist.org/00V0V_1oUfW3dFV26_600x450.jpg,https://images.craigslist.org/00e0e_cTWv9yPO2GR_600x450.jpg,https://images.craigslist.org/00e0e_cTWv9yPO2GR_600x450.jpg,https://images.craigslist.org/01717_3uKbMiM7j5k_600x450.jpg,https://images.craigslist.org/00Q0Q_iXg57gV01RC_600x450.jpg",TV stand Media Center,,2018-12-17 11:08,,https://newyork.craigslist.org/brk/fuo/d/tv-stand-media-center/6766269183.html
"
        ,
Pier One Entertainment Armoire-37 x 58""x 24"" White    ","https://images.craigslist.org/00f0f_1Ezoj3YtZnc_600x450.jpg,https://images.craigslist.org/00c0c_lFoQU59DTyn_600x450.jpg,https://images.craigslist.org/00i0i_7zNI9jzA2Iv_600x450.jpg,https://images.craigslist.org/00x0x_6wCyMGW5TFS_600x450.jpg",Entertainment Center,Pier One,2018-12-17 11:08,Pier One,https://newyork.craigslist.org/wch/fuo/d/entertainment-center/6760662539.html
"
        ,
Lamborghini Murciealgo SV Ride On Car Kids Battery Powered Wheels 7.5V 600MA,
,
I lost the charger and bought 2 replacement chargers.  However, the car won't charge.  Maybe there is something wrong with the battery pack.,
,
If you're handy, you can fix it.,
,
Email me to set up a viewing.,
,
Mark    ","https://images.craigslist.org/00909_aRDs2xgROL3_600x450.jpg,https://images.craigslist.org/00n0n_6SIE4Sj1A0R_600x450.jpg,https://images.craigslist.org/01414_93BQtwKs8nz_600x450.jpg,https://images.craigslist.org/00e0e_lHI3NEE7np3_600x450.jpg,https://images.craigslist.org/00r0r_ip6owhlHdgE_600x450.jpg,https://images.craigslist.org/00505_cIDhjoWyn4D_600x450.jpg,https://images.craigslist.org/00W0W_hOB8VQEgpwU_600x450.jpg",Lamborghini Murciealgo SV Ride On Car Kids Battery Powered 7.5V 600MA,,2018-12-17 11:08,,https://newyork.craigslist.org/lgi/tag/d/lamborghini-murciealgo-sv/6757829761.html
"
        ,
Really nice Nishiki Sebring 12 speed in great shape and ready for a new home.,
,
The frame is 62cm for riders 6 feet and taller.,
,
Winter Special Asking 200 (Was 260). Please include your phone number in your response.    ","https://images.craigslist.org/00303_5X5EMannMgb_600x450.jpg,https://images.craigslist.org/00606_4DqYccp8CQ8_600x450.jpg",Nishiki 12 Speed Road Bike GREAT CONDITION Tuned & Ready To Ride,62cm,2018-12-17 11:08,62cm,https://newyork.craigslist.org/brk/bik/d/nishiki-12-speed-road-bike/6769260002.html
"
        ,
Fender Jazz Bass, Vintage 1972 ,
all original parts, and original custom black paint,
Bought and verified from Guitar Center NYC. ,
Plays great, but it is also a collectors bass,
this is the bass Geddy Lee had re-created by Fender as his signature Bass,
i have a non original hard case    ","https://images.craigslist.org/00Q0Q_7Rcrc8TJ9b2_600x450.jpg,https://images.craigslist.org/00m0m_bAlNIoVneh5_600x450.jpg,https://images.craigslist.org/00E0E_hKB9rAgdOSi_600x450.jpg,https://images.craigslist.org/00J0J_bLq6Pa2htwS_600x450.jpg,https://images.craigslist.org/00k0k_5K5bu3xz1I6_600x450.jpg,https://images.craigslist.org/01717_joymEPAjgnm_600x450.jpg,https://images.craigslist.org/00O0O_665btMURQts_600x450.jpg,https://images.craigslist.org/00b0b_828dLVYWd2d_600x450.jpg,https://images.craigslist.org/01212_68UeyLLCJvg_600x450.jpg,https://images.craigslist.org/00n0n_7TykBb1bNI8_600x450.jpg,https://images.craigslist.org/00Y0Y_6aUbwiWFjCO_600x450.jpg,https://images.craigslist.org/00b0b_cYTg5ARll1J_600x450.jpg,https://images.craigslist.org/00P0P_gpVInrxF7r9_600x450.jpg,https://images.craigslist.org/00X0X_otSrxYPd5O_600x450.jpg,https://images.craigslist.org/01111_5aRsrHqxosQ_600x450.jpg,https://images.craigslist.org/00O0O_81OQU0aR4se_600x450.jpg,https://images.craigslist.org/00D0D_2jEYg9S6TS_600x450.jpg",Fender Jazz Bass - Vintage 1972 - all original,,2018-12-17 11:08,,https://newyork.craigslist.org/mnh/msg/d/fender-jazz-bass-vintage-1972/6774649100.html
"
        ,
Pier One Entertainment Armoire-37 x 58""x 24"" White    ","https://images.craigslist.org/00f0f_1Ezoj3YtZnc_600x450.jpg,https://images.craigslist.org/00c0c_lFoQU59DTyn_600x450.jpg,https://images.craigslist.org/00i0i_7zNI9jzA2Iv_600x450.jpg,https://images.craigslist.org/00x0x_6wCyMGW5TFS_600x450.jpg",Entertainment Center,Pier One,2018-12-17 11:08,Pier One,https://newyork.craigslist.org/wch/fuo/d/entertainment-center/6756897842.html
"
        ,
When txting please refer to tank # 2 to avoid confusion since I'm selling more than one tank.,
,
110 gal acrylic fish tank with overflow compartment on the back ,
stand,
acrylic canopy,
heater,
Return pump,
,
Free delivery to Staten Island, pay for delivery to the other 4 boroughs, Long Island, New Jersey, Conn and Pennsylvania.,
,
Payment must be made before any tank is loaded on to my truck for delivery...(NO EXCEPTIONS),
,
Cash, pay pal or credit card thru my square card reader. Buyer pays the fees,
,
 ,
    ",,110 acrylic fish tank,,2018-12-17 11:08,,https://newyork.craigslist.org/stn/for/d/110-acrylic-fish-tank/6755191078.html
"
        ,
STEP 2 DOODLE ART EASEL 838000,
,
NEW,
,
E-MAIL ME TO SET UP A VIEWING,
,
MARK    ","https://images.craigslist.org/00505_1p4r5ops85Y_600x450.jpg,https://images.craigslist.org/00404_47q5wHEGwPH_600x450.jpg",STEP 2 DOODLE ART EASEL 838000,,2018-12-17 11:08,,https://newyork.craigslist.org/lgi/tag/d/step-2-doodle-art-easel/6757829504.html
"
        ,
Glass table top for 60 inch round dining table.    ",,Glass table top,Don't know,2018-12-17 11:08,Don't know,https://newyork.craigslist.org/fct/hsh/d/glass-table-top/6774649146.html
"
        ,
West Elm dinninng room table and two chairs. In great condition! Must come to pick up.    ","https://images.craigslist.org/00505_iRvJivdtpJl_600x450.jpg,https://images.craigslist.org/00R0R_7iiXK3g8H0n_600x450.jpg,https://images.craigslist.org/00808_6cuJ3q7XiYB_600x450.jpg",Dining table and chairs,West Elm,2018-12-17 11:08,West Elm,https://newyork.craigslist.org/mnh/fuo/d/dining-table-and-chairs/6772429644.html
"
        ,
I drive it everyday.  The engine light is on.    ",,honda  accord 2000 4D SED,fair,2018-12-17 11:08,fair,https://newyork.craigslist.org/fct/cto/d/honda-accordd-sed/6774649158.html
"
        ,
,
LIQUIDATING 40 YEARS OF ANTIQUE RESTORATION WORKSHOP INVENTORY,
INCLUDING AN ASSORTMENT OF TABLE TOPS, DRESSER TOPS, FARM TABLE TOPS,,
ANTIQUE DOORS, TABLE LEAVES, ETC.,
,
VARIOUS WOOD VARIETIES AND SIZES IN ORIGINAL FINISH.,
,
ALSO:,
,
PURE WHITE MARBLE SERVER/DRESSER/COUNTER TOP,
,
ANTIQUE HONED CARRERA MARBLE,
,
    ","https://images.craigslist.org/00J0J_idYlwfiS5TD_600x450.jpg,https://images.craigslist.org/00O0O_cDwumqeVHX8_600x450.jpg,https://images.craigslist.org/01515_8E3Jj7QY7ON_600x450.jpg,https://images.craigslist.org/00303_6tsjpMwbsFo_600x450.jpg,https://images.craigslist.org/00S0S_a0iQGXhiTrj_600x450.jpg,https://images.craigslist.org/00i0i_wn87q1S6KF_600x450.jpg,https://images.craigslist.org/00606_4WIHaLBcJbc_600x450.jpg,https://images.craigslist.org/00a0a_jN2n15bAP1o_600x450.jpg,https://images.craigslist.org/00k0k_3AHsqW2wm0U_600x450.jpg,https://images.craigslist.org/00p0p_7huaG96V00t_600x450.jpg,https://images.craigslist.org/00f0f_ceDq73OJ9r0_600x450.jpg,https://images.craigslist.org/00d0d_9a14mRmogbG_600x450.jpg,https://images.craigslist.org/00j0j_6CKqFFOtLH5_600x450.jpg,https://images.craigslist.org/00J0J_edaDmPNWldj_600x450.jpg","ANTIQUE TABLE TOPS, TABLE LEAVES, MARBLE, VARIOUS SIZES AND WOOD TYPES",,2018-12-17 11:08,,https://newyork.craigslist.org/fct/atq/d/antique-table-tops-table/6770652700.html
"
        ,
REPRINT MILITARY UNIFORMS OF THE BRITISH EMPIRE OVERSEAS JOHN PLAYERS & SONS,
,
Condition: Excellent,
,
Frame Size: 20 x 14,
,
E-mail me to set up a viewing.,
,
Mark    ","https://images.craigslist.org/00707_bF5IuT6l1Bn_600x450.jpg,https://images.craigslist.org/00l0l_49KehwzqlKP_600x450.jpg,https://images.craigslist.org/00J0J_dfj1fOTZHk2_600x450.jpg,https://images.craigslist.org/00p0p_lvdWFvwBt9S_600x450.jpg",REPRINT MILITARY UNIFORMS OF THE BRITISH EMPIRE OVERSEAS JOHN PLAYERS,,2018-12-17 11:08,,https://newyork.craigslist.org/lgi/fuo/d/reprint-military-uniforms-of/6757829196.html
"
        ,
Brand new, never used.,
,
Cash & pickup only.,
,
$102 at Sephora:,
https://www.sephora.com/product/my-burberry-eau-de-toilette-P399348?skuId=1736818    ",,BURBERRY My Burberry Eau de Toilette Size 3 oz / 90 ml,Burberry,2018-12-17 11:08,Burberry,https://newyork.craigslist.org/jsy/hab/d/burberry-my-burberry-eau-de/6774649210.html
"
        ,
Beautiful professionally framed print,
Check the Art.com website for more info,
This is a print of a famous artwork,
Done by artist named Cullen,
""GIRL TALK"",
,
It is in great condition,
Ready to hang,
,
The company charges a variety of prices,
Depending on the frame selected,
This frame and print  would,
 be in their $150 range,
,
Buy it here for a lot less    ","https://images.craigslist.org/00v0v_9eRDiLweqOf_600x450.jpg,https://images.craigslist.org/00h0h_hTnpYzS0m0x_600x450.jpg,https://images.craigslist.org/00e0e_vJR6EJ8xw4_600x450.jpg,https://images.craigslist.org/00p0p_95zNZRh7x60_600x450.jpg,https://images.craigslist.org/00E0E_aOjMZ1eFfeJ_600x450.jpg",FRAMED PRINT by CULLEN- art.com,Art.com. By Cullen,2018-12-17 11:08,Art.com. By Cullen,https://newyork.craigslist.org/mnh/clo/d/framed-print-by-cullen-artcom/6768360848.html
"
        ,
Pier One Entertainment Armoire-37 x 58""x 24"" White    ","https://images.craigslist.org/00f0f_1Ezoj3YtZnc_600x450.jpg,https://images.craigslist.org/00c0c_lFoQU59DTyn_600x450.jpg,https://images.craigslist.org/00i0i_7zNI9jzA2Iv_600x450.jpg,https://images.craigslist.org/00x0x_6wCyMGW5TFS_600x450.jpg",Entertainment Center,Pier One,2018-12-17 11:08,Pier One,https://newyork.craigslist.org/wch/fuo/d/entertainment-center/6756897794.html
"
        ,
The Hammacher Schlemmer FAO Schwarz Child's Ride On Roadster Race Car,
,
Like New,
,
E-mail me to set up a viewing,
,
Mark    ","https://images.craigslist.org/00D0D_kOhA9Gc5SPN_600x450.jpg,https://images.craigslist.org/00b0b_fFyQ27rz8O7_600x450.jpg,https://images.craigslist.org/00B0B_bHgnbwwmZQZ_600x450.jpg",The Hammacher Schlemmer FAO Schwarz Child's Ride On Roadster Race Car,,2018-12-17 11:08,,https://newyork.craigslist.org/lgi/tag/d/the-hammacher-schlemmer-fao/6757828927.html
"
        ,
Really nice Raleigh Technium converted to flat bars in great shape and ready for a new home. ,
,
The frame is 58cm for riders 5'8 to 6'.,
,
Asking 260. Please include your phone number in your response,
    ","https://images.craigslist.org/00Z0Z_fgIwZZ7cgvB_600x450.jpg,https://images.craigslist.org/00000_b60jW7mTOL_600x450.jpg",Raleigh Technium Flat Bar GREAT CONDITION Tuned & Ready To Ride,58cm,2018-12-17 11:08,58cm,https://newyork.craigslist.org/brk/bik/d/raleigh-technium-flat-bar/6763670228.html
"
        ,
Broadway Comedy Club is the setting for a stand up comedy show. Laugh along with the comedians listed below.,
,
Erin Jackson (Conan, Comedy Central, NBC's Last Comic Standing, The Ellen DeGeneres Show),
Mike Somerville (The CBS Late Show),
Jourdain Fisher,
,
 https://www.ticketweb.com/event/erin-jackson-broadway-comedy-club-tickets/9008125,
,
Note:  there is a two drink requirement.    ",,Broadway Comedy Club presents Erin Jackson - Dec. 17,Broadway Comedy Club,2018-12-17 11:08,Broadway Comedy Club,https://newyork.craigslist.org/mnh/tix/d/broadway-comedy-club-presents/6774649246.html
"
        ,
CASIO WK-1350 ELECTRONIC DIGITAL KEYBOARD WITH 200 TONES AND DRUMPAD,
,
EXCELLENT CONDITION,
,
E-MAIL ME TO SET UP A VIEWING,
,
MARK    ","https://images.craigslist.org/00909_6mnvPkdOD3y_600x450.jpg,https://images.craigslist.org/00h0h_7dotIo3ekRr_600x450.jpg,https://images.craigslist.org/00101_xEdiIicatS_600x450.jpg,https://images.craigslist.org/00k0k_eo7MKzZMg97_600x450.jpg",CASIO WK-1350 ELECTRONIC DIGITAL KEYBOARD WITH 200 TONES AND DRUMPAD,,2018-12-17 11:08,,https://newyork.craigslist.org/lgi/msg/d/casio-wk-1350-electronic/6757828574.html
"
        ,
When txting please refer to tank # 18 to avoid confusion since I'm selling more than one tank.,
,
120 gal reef ready Rimless fish tank ,
Black stand,
light,
Sump,
Heater,
Light,
,
Free delivery to Staten Island, pay for delivery to the other 4 boroughs, Long Island, New Jersey, Conn and Pennsylvania.,
,
Payment must be made before any tank is loaded on to my truck for delivery...(NO EXCEPTIONS),
,
Cash, pay pal or credit card thru my square card reader. Buyer pays the fees,
,
 ,
,
    ",,120 gal reef ready rimless fish tank,,2018-12-17 11:08,,https://newyork.craigslist.org/stn/for/d/120-gal-reef-ready-rimless/6753435758.html
"
        ,
I'm selling a brand new limited pair of Reebok Classics HAL SIZE 11 MENS (High and Low) as seen here  https://www.eukicks.com/hal-highs-lows-x-reebok-classic-leather/,
These are hard to come by. I do not have the original box but I've replaced the box with a converse box.,
CASH ONLY,
Text 347 eight five zero 2173    ","https://images.craigslist.org/00q0q_luj7V7qaBl3_600x450.jpg,https://images.craigslist.org/00g0g_7nW4pNNY2jX_600x450.jpg,https://images.craigslist.org/00n0n_8nBvCQx2Ifm_600x450.jpg,https://images.craigslist.org/00N0N_er5erbkHX3S_600x450.jpg",Reebok Classic Hal *limited* Beef & Broccoli colorway,Reebok,2018-12-17 11:08,Reebok,https://newyork.craigslist.org/brk/clo/d/reebok-classic-hal-limited/6763313365.html
